"Dataset_Rows","Training_Rows","Testing_Rows","Churn_Rate","Accuracy","Sensitivity","Specificity","Precision","Recall","F1_Score","AUC","AIC"
7043,5636,1407,0.265369870793696,0.798152096659559,0.512064343163539,0.901353965183752,0.651877133105802,0.512064343163539,0.573573573573574,0.833807385358923,5962.57593350739
