"Mean_Tenure","Median_Tenure","SD_Tenure","Mean_Monthly_Charges","Median_Monthly_Charges","SD_Monthly_Charges","Mean_Total_Charges","Median_Total_Charges","SD_Total_Charges"
32.3711486582422,29,24.5594810230945,64.7616924605992,70.35,30.0900470976785,2279.73430356382,1394.55,2266.79446968902
